DATE_PERIOD,NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,BORE_OIL_VOL
2014-05-03,15/9-F-15,24.0,200.094,106.642,156.072,21.359,12.28715,44.022,33.639,226.0
2014-05-03,15/9-F-14,24.0,257.39,100.022,225.771,21.233,100.0,31.619,88.86,529.0
2014-05-04,15/9-F-11,24.0,229.745,106.497,164.374,29.19,12.58324,65.37,67.699,1344.0
2014-05-04,15/9-F-14,24.0,257.54,100.029,226.022,21.192,100.0,31.517,88.33,524.0
2014-05-04,15/9-F-15,24.0,199.748,106.649,155.896,21.241,12.34124,43.852,31.171,225.0
2014-05-05,15/9-F-15,24.0,200.031,106.638,156.111,20.944,12.34684,43.92,30.815,258.0
2014-05-05,15/9-F-11,24.0,229.909,106.488,164.51,28.886,12.49976,65.399,66.702,1318.0
2014-05-05,15/9-F-14,24.0,257.712,100.032,226.226,21.117,100.0,31.486,87.826,544.0
2014-05-06,15/9-F-11,24.0,230.107,106.481,164.688,28.772,12.44398,65.418,66.135,1293.0
2014-05-06,15/9-F-14,24.0,257.928,100.039,226.41,21.125,100.0,31.517,87.588,536.0
2014-05-06,15/9-F-15,24.0,199.923,106.639,156.11,20.714,12.33648,43.814,29.245,254.0
2014-05-07,15/9-F-14,24.0,258.96,100.033,226.778,21.266,100.0,32.182,88.476,534.0
2014-05-07,15/9-F-11,24.0,230.344,106.469,164.981,28.997,12.36846,65.363,67.663,1281.0
2014-05-07,15/9-F-15,24.0,200.224,106.628,156.349,20.71,12.30764,43.875,32.089,252.0
2014-05-08,15/9-F-14,15.49,260.699,100.019,227.126,21.226,63.67934,33.573,88.182,263.0
2014-05-08,15/9-F-11,22.33,230.495,106.475,165.168,28.764,11.48842,65.327,65.745,1157.0
2014-05-08,15/9-F-15,24.0,200.245,106.624,156.46,20.338,12.32526,43.785,31.25,262.0
2014-05-09,15/9-F-11,13.17,256.711,105.428,179.567,11.84,5.74696,77.145,47.801,493.0
2014-05-09,15/9-F-15,24.0,199.745,106.639,156.26,20.578,12.33031,43.485,29.23,349.0
2014-05-10,15/9-F-11,24.0,233.162,106.01,167.981,23.899,11.48772,65.181,64.363,1206.0
2014-05-10,15/9-F-14,14.01,272.112,99.924,232.38,17.292,24.50581,39.733,76.948,107.0
2014-05-10,15/9-F-15,24.0,199.832,106.634,156.383,20.393,12.31691,43.449,29.027,254.0
2014-05-11,15/9-F-14,24.0,258.478,99.977,226.651,20.922,93.83945,31.827,87.311,469.0
2014-05-11,15/9-F-15,24.0,200.194,106.623,156.755,19.999,12.28563,43.438,31.449,232.0
2014-05-11,15/9-F-11,24.0,231.191,106.253,166.251,26.385,11.58278,64.941,64.777,1111.0
2014-05-12,15/9-F-11,24.0,230.735,106.323,165.889,26.926,11.63862,64.846,66.476,1090.0
2014-05-12,15/9-F-15,24.0,200.742,106.607,157.225,19.626,12.22793,43.517,33.212,225.0
2014-05-12,15/9-F-14,24.0,257.484,99.926,225.994,21.077,100.0,31.49,88.223,479.0
2014-05-13,15/9-F-11,24.0,231.108,106.342,165.986,26.747,11.61305,65.122,65.844,1109.0
2014-05-13,15/9-F-15,24.0,200.642,106.611,157.374,19.469,11.9658,43.268,31.681,223.0
2014-05-13,15/9-F-14,24.0,256.336,99.905,225.124,20.91,97.91667,31.212,87.865,481.0
2014-05-14,15/9-F-15,24.0,200.497,106.612,157.356,19.449,11.95197,43.141,33.201,226.0
2014-05-14,15/9-F-14,24.0,254.712,99.854,223.942,20.737,97.91667,30.77,87.964,487.0
2014-05-14,15/9-F-11,24.0,230.573,106.347,165.808,26.465,11.5877,64.765,65.927,1121.0
2014-05-15,15/9-F-14,24.0,254.794,99.843,224.157,20.734,97.91667,30.637,87.211,456.0
2014-05-15,15/9-F-15,24.0,200.331,106.612,157.326,19.561,11.91477,43.005,32.739,211.0
2014-05-15,15/9-F-11,24.0,229.046,106.349,165.26,26.248,11.61738,63.786,64.927,1052.0
2014-05-16,15/9-F-15,24.0,200.242,106.599,157.424,19.138,12.02191,42.818,32.98,210.0
2014-05-16,15/9-F-11,24.0,225.122,106.415,163.498,26.47,12.01707,61.624,65.58,1069.0
2014-05-16,15/9-F-14,24.0,255.722,99.863,224.703,20.835,97.91667,31.019,87.401,450.0
2014-05-17,15/9-F-14,24.0,255.773,99.901,224.774,21.007,100.0,30.999,87.748,456.0
2014-05-17,15/9-F-11,24.0,225.398,106.394,163.755,26.298,12.00761,61.642,66.474,1066.0
2014-05-17,15/9-F-15,24.0,195.289,106.737,154.049,22.107,13.13761,41.241,34.287,233.0
2014-05-18,15/9-F-14,24.0,255.486,99.927,224.918,20.945,97.91667,30.568,86.482,456.0
2014-05-18,15/9-F-11,24.0,225.322,106.383,163.826,26.038,11.75306,61.496,65.577,1061.0
2014-05-18,15/9-F-15,24.0,195.332,106.707,153.683,21.099,12.65232,41.649,31.262,226.0
2014-05-19,15/9-F-15,24.0,195.209,106.689,153.854,20.488,12.52351,41.355,29.988,221.0
2014-05-19,15/9-F-11,24.0,225.15,106.377,163.863,26.241,12.02399,61.287,66.151,1071.0
2014-05-19,15/9-F-14,24.0,255.659,99.938,225.03,21.064,97.91667,30.63,86.568,451.0
2014-05-20,15/9-F-15,24.0,195.136,106.672,153.995,20.038,12.68706,41.141,30.783,223.0
2014-05-20,15/9-F-14,24.0,255.822,99.952,225.148,21.118,100.0,30.674,87.535,454.0
2014-05-20,15/9-F-11,24.0,225.136,106.373,163.949,26.397,11.72354,61.187,66.6,1039.0
2014-05-21,15/9-F-14,24.0,255.95,99.965,225.265,21.157,100.0,30.685,87.381,454.0
2014-05-21,15/9-F-15,24.0,195.025,106.658,154.064,19.621,12.63899,40.96,31.564,222.0
2014-05-21,15/9-F-11,24.0,225.308,106.369,164.098,26.448,11.86473,61.211,66.175,1051.0
2014-05-22,15/9-F-15,24.0,195.225,106.638,154.364,18.973,12.61365,40.861,32.789,223.0
2014-05-22,15/9-F-14,24.0,256.512,100.002,225.642,21.347,100.0,30.87,87.796,459.0
2014-05-22,15/9-F-11,24.0,225.207,106.366,164.183,26.377,11.79343,61.025,66.506,1056.0
2014-05-23,15/9-F-14,24.0,257.264,100.046,226.251,21.461,100.0,31.013,87.426,464.0
2014-05-23,15/9-F-15,24.0,195.229,106.625,154.488,18.532,12.55323,40.741,31.889,225.0
2014-05-23,15/9-F-11,24.0,225.114,106.369,164.206,26.526,11.79418,60.908,64.81,1068.0
2014-05-24,15/9-F-11,24.0,225.213,106.379,164.352,27.267,11.82459,60.861,67.715,1079.0
2014-05-24,15/9-F-15,24.0,195.07,106.625,154.55,18.848,12.47143,40.52,35.728,225.0
2014-05-24,15/9-F-14,24.0,257.939,100.08,226.718,21.886,100.0,31.221,89.008,468.0
2014-05-25,15/9-F-11,24.0,225.042,106.405,164.29,27.715,12.06216,60.753,67.771,1102.0
2014-05-25,15/9-F-14,24.0,258.217,100.101,226.885,21.927,100.0,31.332,88.926,470.0
2014-05-25,15/9-F-15,24.0,196.762,106.576,155.544,18.102,12.14123,41.218,34.91,218.0
2014-05-26,15/9-F-11,24.0,225.101,106.428,164.324,27.985,11.93371,60.777,67.862,1058.0
2014-05-26,15/9-F-14,24.0,258.414,100.11,226.992,21.879,97.91667,31.422,88.253,448.0
2014-05-26,15/9-F-15,24.0,200.096,106.464,157.593,15.966,11.37569,42.504,30.44,196.0
2014-05-27,15/9-F-14,24.0,258.503,100.119,226.981,21.918,100.0,31.522,88.845,449.0
2014-05-27,15/9-F-15,24.0,200.098,106.489,157.949,16.109,11.78047,42.149,33.61,202.0
2014-05-27,15/9-F-11,24.0,225.241,106.431,164.516,28.265,12.17782,60.726,68.107,1063.0
2014-05-28,15/9-F-11,24.0,224.796,105.396,163.983,28.638,12.15465,60.813,68.374,1087.0
2014-05-28,15/9-F-14,24.0,257.568,99.352,226.043,21.996,100.0,31.525,88.745,416.0
2014-05-28,15/9-F-15,24.0,199.242,106.05,157.255,16.492,11.77514,41.987,32.65,231.0
2014-05-29,15/9-F-15,24.0,199.834,106.534,157.88,17.003,11.85823,41.954,35.124,234.0
2014-05-29,15/9-F-14,24.0,258.734,100.125,227.18,22.092,100.0,31.555,89.183,418.0
2014-05-29,15/9-F-11,24.0,225.553,106.455,164.764,28.932,12.19148,60.789,68.707,1096.0
2014-05-30,15/9-F-15,24.0,200.077,106.538,157.99,16.936,11.91687,42.087,35.038,237.0
2014-05-30,15/9-F-11,24.0,225.651,106.463,164.875,28.944,12.29901,60.776,68.408,1112.0
2014-05-30,15/9-F-14,24.0,258.889,100.119,227.302,22.012,100.0,31.586,89.135,421.0
2014-05-31,15/9-F-15,24.0,200.248,106.546,158.084,17.098,11.8981,42.164,34.596,241.0
2014-05-31,15/9-F-11,24.0,225.556,106.479,164.888,29.101,12.32057,60.668,68.356,1135.0
2014-05-31,15/9-F-14,24.0,259.013,100.119,227.417,21.967,100.0,31.597,89.115,429.0
2014-06-01,15/9-F-14,24.0,259.133,100.119,227.544,22.055,100.0,31.588,89.17,431.0
2014-06-01,15/9-F-11,24.0,225.12,106.5,164.734,29.532,12.44686,60.385,68.705,1153.0
2014-06-01,15/9-F-15,24.0,200.168,106.559,158.056,17.412,11.93852,42.112,35.078,244.0
2014-06-02,15/9-F-11,21.67,228.665,106.343,166.776,26.436,10.81303,61.889,64.388,1068.0
2014-06-02,15/9-F-15,21.5,202.564,106.387,158.708,16.076,10.63273,43.856,29.141,221.0
2014-06-02,15/9-F-14,22.0,265.382,100.051,229.578,20.979,72.32316,35.804,84.858,326.0
2014-06-03,15/9-F-11,24.0,225.119,106.398,165.403,28.062,12.01243,59.717,66.678,1109.0
2014-06-03,15/9-F-15,24.0,200.593,106.536,157.76,16.315,11.8355,42.833,28.159,240.0
2014-06-03,15/9-F-14,24.0,259.452,100.103,227.711,21.822,96.17584,31.741,87.409,412.0
2014-06-04,15/9-F-15,24.0,201.342,106.538,158.547,17.18,11.81703,42.794,28.888,237.0
2014-06-04,15/9-F-14,24.0,259.469,100.092,227.866,21.921,99.18506,31.603,87.925,422.0
2014-06-04,15/9-F-11,24.0,225.58,106.485,165.297,29.242,12.13072,60.283,68.158,1110.0
2014-06-05,15/9-F-15,24.0,200.802,106.572,158.448,17.855,12.01604,42.355,33.212,256.0
2014-06-05,15/9-F-14,24.0,259.602,100.093,227.947,22.0,99.13853,31.655,88.846,445.0
2014-06-05,15/9-F-11,24.0,225.173,106.538,165.08,28.171,12.20377,60.093,68.246,1179.0
2014-06-06,15/9-F-15,24.0,200.307,106.602,157.998,18.52,12.02974,42.309,34.064,256.0
2014-06-06,15/9-F-11,24.0,225.919,106.541,165.486,20.136,12.22974,60.433,69.075,1181.0
2014-06-06,15/9-F-14,24.0,259.669,100.083,228.026,22.076,99.1903,31.643,89.268,445.0
2014-06-07,15/9-F-14,24.0,259.744,100.076,228.135,22.053,99.26899,31.609,89.022,449.0
2014-06-07,15/9-F-15,24.0,200.139,106.617,157.657,18.823,12.03462,42.482,33.045,258.0
2014-06-07,15/9-F-11,24.0,225.237,106.563,165.228,20.485,12.3537,60.009,69.372,1200.0
2014-06-08,15/9-F-15,24.0,200.375,106.616,157.747,18.692,11.98439,42.628,32.035,256.0
2014-06-08,15/9-F-11,24.0,225.112,106.577,165.203,20.615,12.33334,59.91,68.103,1198.0
2014-06-08,15/9-F-14,24.0,259.796,100.069,228.264,21.958,100.0,31.532,88.111,452.0
2014-06-09,15/9-F-11,24.0,225.209,106.584,165.341,20.766,12.325,59.869,69.135,1349.0
2014-06-09,15/9-F-14,24.0,259.92,100.069,228.42,22.043,100.0,31.5,88.996,510.0
2014-06-09,15/9-F-15,24.0,200.335,106.623,157.702,18.879,11.97574,42.633,33.722,289.0
2014-06-10,15/9-F-14,24.0,260.003,100.069,228.52,21.942,100.0,31.483,88.2,451.0
2014-06-10,15/9-F-15,24.0,200.239,106.629,157.582,18.872,11.96954,42.657,31.541,256.0
2014-06-10,15/9-F-11,24.0,225.367,106.585,165.478,20.544,12.25788,59.889,68.559,1189.0
2014-06-11,15/9-F-14,24.0,260.026,100.063,228.524,21.963,100.0,31.502,88.626,453.0
2014-06-11,15/9-F-15,24.0,200.076,106.638,157.563,19.02,11.91031,42.513,33.883,255.0
2014-06-11,15/9-F-11,24.0,225.383,106.59,165.537,20.664,12.03581,59.847,67.876,1172.0
2014-06-12,15/9-F-14,24.0,260.037,100.06,228.486,22.048,100.0,31.551,89.373,452.0
2014-06-12,15/9-F-15,24.0,199.944,106.639,157.449,18.906,11.88757,42.495,35.817,254.0
2014-06-12,15/9-F-11,24.0,224.829,106.604,165.363,20.892,12.08718,59.466,69.577,1175.0
2014-06-13,15/9-F-11,24.0,224.688,106.61,165.339,20.752,12.20342,59.349,69.3,1117.0
2014-06-13,15/9-F-14,24.0,260.09,100.051,228.575,21.949,100.0,31.514,89.341,503.0
2014-06-13,15/9-F-15,24.0,200.124,106.636,157.381,18.914,11.92122,42.742,35.239,240.0
2014-06-14,15/9-F-11,24.0,224.868,106.608,165.466,20.541,12.24629,59.402,68.843,1102.0
2014-06-14,15/9-F-14,24.0,260.123,100.048,228.64,21.852,100.0,31.483,89.199,495.0
2014-06-14,15/9-F-15,24.0,199.802,106.644,157.125,18.935,11.93982,42.677,34.764,237.0
2014-06-15,15/9-F-11,24.0,224.949,106.605,165.57,20.568,12.24054,59.38,68.9,1104.0
2014-06-15,15/9-F-14,24.0,260.135,100.04,228.672,21.846,100.0,31.462,89.208,496.0
2014-06-15,15/9-F-15,24.0,199.653,106.648,156.928,19.017,11.91779,42.725,34.854,237.0
2014-06-16,15/9-F-11,24.0,223.112,106.63,164.848,20.638,12.31001,58.264,69.012,1121.0
2014-06-16,15/9-F-14,24.0,260.144,100.039,228.7,21.783,100.0,31.444,89.151,501.0
2014-06-16,15/9-F-15,24.0,199.448,106.653,156.795,19.038,11.65419,42.653,34.698,233.0
2014-06-17,15/9-F-11,24.0,220.392,106.696,163.596,21.257,13.09326,56.796,69.552,1156.0
2014-06-17,15/9-F-15,24.0,199.844,106.638,157.004,18.849,11.84593,42.84,34.929,232.0
2014-06-17,15/9-F-14,24.0,260.165,100.031,228.724,21.801,100.0,31.441,89.255,490.0
2014-06-18,15/9-F-11,24.0,220.029,106.7,163.439,20.597,13.23604,56.59,69.704,1160.0
2014-06-18,15/9-F-15,24.0,200.893,106.603,157.671,18.207,11.80505,43.222,35.334,230.0
2014-06-18,15/9-F-14,24.0,260.187,100.028,228.757,21.809,100.0,31.43,89.297,487.0
2014-06-19,15/9-F-15,24.0,201.665,106.576,158.252,17.469,11.70531,43.412,33.931,226.0
2014-06-19,15/9-F-14,24.0,260.255,100.02,228.846,21.688,100.0,31.409,89.072,484.0
2014-06-19,15/9-F-11,24.0,219.927,106.699,163.45,18.472,13.16294,56.476,69.1,1147.0
2014-06-20,15/9-F-11,24.0,219.906,106.695,163.532,18.735,13.20439,56.374,69.342,1147.0
2014-06-20,15/9-F-15,24.0,200.067,106.635,157.436,18.452,11.7761,42.63,35.021,227.0
2014-06-20,15/9-F-14,24.0,260.334,100.018,228.926,21.724,100.0,31.409,89.209,482.0
2014-06-21,15/9-F-15,24.0,200.699,106.608,157.658,18.129,11.81178,43.041,35.394,226.0
2014-06-21,15/9-F-11,24.0,219.47,106.698,163.393,18.799,13.31868,56.076,69.627,1146.0
2014-06-21,15/9-F-14,24.0,260.368,100.013,228.972,21.776,100.0,31.396,89.262,478.0
2014-06-22,15/9-F-15,24.0,200.023,106.629,157.287,18.454,11.82354,42.736,36.088,224.0
2014-06-22,15/9-F-14,24.0,260.457,100.009,229.05,21.759,100.0,31.407,89.278,474.0
2014-06-22,15/9-F-11,24.0,219.924,106.688,163.669,18.572,13.32115,56.255,69.364,1136.0
2014-06-23,15/9-F-14,24.0,260.923,100.004,229.215,21.853,100.0,31.708,89.309,466.0
2014-06-23,15/9-F-15,24.0,200.291,106.616,157.384,18.362,11.80333,42.908,36.37,220.0
2014-06-23,15/9-F-11,24.0,219.939,106.68,163.738,18.739,13.32524,56.201,69.548,1117.0
2014-06-24,15/9-F-15,24.0,200.352,106.608,157.535,17.892,11.6454,42.817,36.107,226.0
2014-06-24,15/9-F-11,24.0,219.701,106.687,163.658,18.578,13.33035,56.043,69.557,1169.0
2014-06-24,15/9-F-14,24.0,260.597,100.009,229.173,21.781,100.0,31.424,89.279,441.0
2014-06-25,15/9-F-14,24.0,260.687,100.009,229.264,21.852,100.0,31.423,89.373,463.0
2014-06-25,15/9-F-11,24.0,220.154,106.678,163.917,18.622,12.97433,56.237,69.665,1199.0
2014-06-25,15/9-F-15,24.0,200.155,106.614,157.401,18.151,11.39979,42.755,36.658,231.0
2014-06-26,15/9-F-11,16.33,234.444,106.283,170.228,12.987,7.66415,64.216,61.61,661.0
2014-06-26,15/9-F-14,16.5,174.793,66.574,138.442,19.605,51.0302,36.351,81.3,184.0
2014-06-26,15/9-F-15,16.5,207.258,106.166,160.885,15.053,7.4488,46.373,32.426,127.0
2014-06-27,15/9-F-11,23.33,230.927,105.737,171.21,13.18,11.12249,59.716,63.835,964.0
2014-06-27,15/9-F-15,23.33,201.321,105.666,156.435,15.391,11.04438,44.886,32.267,206.0
2014-06-27,15/9-F-14,23.5,147.201,54.638,111.757,21.052,74.26816,35.443,87.023,297.0
2014-06-28,15/9-F-11,24.0,219.879,106.542,164.771,19.781,12.64935,55.108,69.38,1120.0
2014-06-28,15/9-F-14,24.0,260.671,99.962,229.066,21.884,91.18342,31.606,89.18,395.0
2014-06-28,15/9-F-15,24.0,199.994,106.578,156.096,16.983,11.60716,43.898,33.913,226.0
2014-06-29,15/9-F-11,24.0,220.165,106.581,164.622,20.022,12.43966,55.543,69.086,1108.0
2014-06-29,15/9-F-15,24.0,200.213,106.597,157.052,17.373,11.34758,43.161,33.804,220.0
2014-06-29,15/9-F-14,24.0,260.588,99.961,229.296,21.862,97.91667,31.292,89.129,432.0
2014-06-30,15/9-F-15,24.0,200.168,106.609,157.894,17.54,11.35999,42.274,33.651,226.0
2014-06-30,15/9-F-11,24.0,220.296,106.598,164.595,20.06,12.51362,55.701,68.732,1141.0
2014-06-30,15/9-F-14,24.0,260.656,99.957,229.375,21.795,97.91667,31.281,89.141,443.0
2014-07-01,15/9-F-11,24.0,220.074,106.612,164.472,20.287,12.59422,55.602,68.996,1109.0
2014-07-01,15/9-F-15,24.0,199.964,106.623,158.058,17.935,11.71499,41.906,34.431,227.0
2014-07-01,15/9-F-14,24.0,260.617,99.95,229.306,21.818,100.0,31.311,89.173,439.0
2014-07-02,15/9-F-15,24.0,200.04,106.625,158.02,18.114,11.70204,42.02,33.598,227.0
2014-07-02,15/9-F-14,24.0,260.68,99.95,229.391,21.855,100.0,31.288,88.665,439.0
2014-07-02,15/9-F-11,24.0,220.109,106.619,164.462,20.468,12.59018,55.647,67.696,1109.0
2014-07-03,15/9-F-15,24.0,199.914,106.631,157.91,18.189,11.68182,42.004,33.452,226.0
2014-07-03,15/9-F-14,24.0,260.737,99.95,229.437,21.843,100.0,31.3,88.584,440.0
2014-07-03,15/9-F-11,24.0,220.094,106.623,164.462,20.351,12.59989,55.632,67.675,1111.0
2014-07-04,15/9-F-11,24.0,219.989,106.633,164.387,20.307,12.73121,55.603,67.638,1112.0
2014-07-04,15/9-F-15,24.0,200.093,106.629,157.883,18.031,11.72327,42.211,31.125,225.0
2014-07-04,15/9-F-14,24.0,260.79,99.953,229.575,21.732,100.0,31.215,87.801,436.0
2014-07-05,15/9-F-15,24.0,199.98,106.632,157.883,17.987,11.74758,42.097,31.357,226.0
2014-07-05,15/9-F-14,24.0,260.817,99.959,229.566,21.757,100.0,31.251,87.901,435.0
2014-07-05,15/9-F-11,24.0,220.05,106.632,164.448,20.407,12.70069,55.602,68.173,1108.0
2014-07-06,15/9-F-11,24.0,220.039,106.634,164.471,20.7,12.59595,55.569,69.264,1098.0
2014-07-06,15/9-F-15,24.0,200.05,106.632,157.844,18.183,11.76327,42.206,33.097,226.0
2014-07-06,15/9-F-14,24.0,260.875,99.961,229.553,21.936,100.0,31.323,88.836,435.0
2014-07-07,15/9-F-15,24.0,200.285,106.623,158.078,17.884,11.73917,42.207,33.946,229.0
2014-07-07,15/9-F-11,24.0,220.257,106.633,164.582,20.692,12.48899,55.675,68.903,1111.0
2014-07-07,15/9-F-14,24.0,260.895,99.967,229.582,21.903,100.0,31.314,88.964,443.0
2014-07-08,15/9-F-11,24.0,220.239,106.633,164.584,20.81,12.33656,55.655,69.313,1105.0
2014-07-08,15/9-F-15,24.0,200.098,106.629,158.153,18.032,11.71641,41.945,35.805,230.0
2014-07-08,15/9-F-14,24.0,260.927,99.968,229.58,22.008,100.0,31.348,89.403,445.0
2014-07-09,15/9-F-11,24.0,220.099,106.635,164.513,20.872,12.33263,55.586,69.805,1101.0
2014-07-09,15/9-F-14,24.0,260.919,99.972,229.551,21.9,100.0,31.368,89.261,444.0
2014-07-09,15/9-F-15,24.0,199.506,106.648,157.677,18.219,11.75683,41.829,35.885,230.0
2014-07-10,15/9-F-11,24.0,219.899,106.642,164.42,20.591,12.2263,55.479,69.495,1109.0
2014-07-10,15/9-F-14,24.0,260.691,99.974,229.382,21.945,100.0,31.31,89.087,451.0
2014-07-10,15/9-F-15,24.0,199.583,106.643,157.712,18.22,11.726,41.872,35.745,233.0
2014-07-11,15/9-F-14,24.0,260.546,99.965,229.267,21.912,100.0,31.28,88.996,452.0
2014-07-11,15/9-F-11,24.0,220.561,106.635,164.711,20.615,12.14892,55.851,69.742,1106.0
2014-07-11,15/9-F-15,24.0,199.94,106.629,158.022,18.036,11.66395,41.918,35.631,233.0
2014-07-12,15/9-F-14,24.0,260.247,99.952,229.058,21.834,100.0,31.189,88.863,444.0
2014-07-12,15/9-F-11,24.0,219.43,106.651,164.163,21.078,12.57979,55.268,69.886,1120.0
2014-07-12,15/9-F-15,24.0,198.723,106.666,157.308,18.612,11.81433,41.415,34.68,232.0
2014-07-13,15/9-F-11,24.0,218.929,106.67,163.981,21.037,12.49426,54.947,69.713,1109.0
2014-07-13,15/9-F-14,24.0,259.998,99.935,228.896,21.725,100.0,31.102,88.266,442.0
2014-07-13,15/9-F-15,24.0,198.555,106.666,156.941,18.613,11.76101,41.614,33.695,230.0
2014-07-14,15/9-F-14,24.0,259.853,99.923,228.739,21.764,100.0,31.114,89.307,436.0
2014-07-14,15/9-F-15,24.0,198.581,106.657,157.145,18.544,11.74307,41.436,37.183,226.0
2014-07-14,15/9-F-11,24.0,218.738,106.664,163.85,21.078,12.45649,54.889,69.997,1091.0
2014-07-15,15/9-F-11,24.0,217.943,106.664,163.467,20.691,12.53134,54.476,69.099,1118.0
2014-07-15,15/9-F-14,24.0,259.94,99.921,228.867,21.64,100.0,31.073,88.74,444.0
2014-07-15,15/9-F-15,24.0,197.768,106.675,156.689,18.573,11.86365,41.078,34.944,233.0
2014-07-16,15/9-F-15,24.0,197.545,106.672,156.545,18.524,11.87307,41.0,34.879,232.0
2014-07-16,15/9-F-11,24.0,217.782,106.655,163.404,20.716,12.53684,54.378,69.103,1110.0
2014-07-16,15/9-F-14,24.0,259.855,99.929,228.82,21.603,100.0,31.035,88.456,441.0
2014-07-17,15/9-F-15,24.0,197.341,106.668,156.44,18.405,11.85328,40.901,35.151,231.0
2014-07-17,15/9-F-14,24.0,259.914,99.929,228.837,21.562,100.0,31.077,88.524,441.0
2014-07-17,15/9-F-11,24.0,217.989,106.642,163.521,20.686,12.44166,54.467,68.721,1102.0
2014-07-18,15/9-F-15,24.0,197.077,106.667,156.358,18.544,11.85572,40.719,37.607,229.0
2014-07-18,15/9-F-11,24.0,218.006,106.633,163.568,20.933,12.45303,54.437,70.05,1095.0
2014-07-18,15/9-F-14,24.0,260.024,99.929,228.891,21.75,100.0,31.133,89.333,438.0
2014-07-19,15/9-F-11,24.0,217.963,106.628,163.554,20.817,12.46964,54.409,69.312,1095.0
2014-07-19,15/9-F-15,24.0,196.736,106.67,156.111,18.514,11.85625,40.625,34.8,229.0
2014-07-19,15/9-F-14,24.0,260.234,99.929,229.133,21.685,100.0,31.101,88.843,437.0
2014-07-20,15/9-F-14,23.08,263.87,99.897,230.118,21.135,84.31824,33.752,85.37,381.0
2014-07-20,15/9-F-11,22.67,220.084,106.542,164.616,19.226,11.39414,55.468,67.671,1064.0
2014-07-20,15/9-F-15,18.59,196.722,106.664,156.072,18.164,9.65508,40.649,30.856,155.0
2014-07-21,15/9-F-11,24.0,220.598,106.489,165.545,19.451,11.50386,55.054,68.442,1048.0
2014-07-21,15/9-F-15,18.07,202.393,106.208,158.098,13.144,9.25467,44.294,32.776,134.0
2014-07-21,15/9-F-14,24.0,260.728,99.925,229.319,21.593,93.47771,31.409,88.062,415.0
2014-07-22,15/9-F-11,24.0,220.558,106.559,165.086,20.749,11.60849,55.472,69.763,1047.0
2014-07-22,15/9-F-14,24.0,260.518,99.92,229.28,21.816,100.0,31.237,89.296,446.0
2014-07-22,15/9-F-15,24.0,200.383,106.518,156.213,15.908,11.44436,44.17,34.129,224.0
2014-07-23,15/9-F-11,24.0,220.284,106.579,164.863,20.943,11.61153,55.421,69.611,1038.0
2014-07-23,15/9-F-15,24.0,200.249,106.536,157.042,15.921,11.42846,43.207,34.98,222.0
2014-07-23,15/9-F-14,24.0,260.536,99.922,229.29,21.777,100.0,31.245,89.245,442.0
2014-07-24,15/9-F-14,24.0,260.608,99.925,229.352,21.887,100.0,31.256,89.519,448.0
2014-07-24,15/9-F-15,24.0,200.027,106.557,158.131,16.427,11.37354,41.896,36.253,223.0
2014-07-24,15/9-F-11,24.0,220.177,106.59,164.775,21.088,11.61786,55.402,70.32,1051.0
2014-07-25,15/9-F-14,24.0,260.706,99.92,229.431,21.904,100.0,31.275,89.531,444.0
2014-07-25,15/9-F-15,24.0,200.154,106.563,159.27,16.786,11.53466,40.884,36.119,225.0
2014-07-25,15/9-F-11,24.0,220.119,106.596,164.708,21.115,11.77819,55.41,70.395,1056.0
2014-07-26,15/9-F-14,24.0,261.192,99.913,229.558,21.954,100.0,31.634,89.578,442.0
2014-07-26,15/9-F-15,24.0,199.917,106.578,159.029,17.193,11.52053,40.888,36.64,224.0
2014-07-26,15/9-F-11,24.0,220.515,106.59,164.907,20.955,11.71728,55.608,70.539,1045.0
2014-07-27,15/9-F-15,24.0,200.02,106.581,158.906,17.164,11.55733,41.115,34.764,226.0
2014-07-27,15/9-F-14,24.0,261.49,99.908,229.658,21.838,100.0,31.833,89.145,444.0
2014-07-27,15/9-F-11,24.0,220.218,106.598,164.75,20.796,11.72964,55.468,70.251,1052.0
2014-07-28,15/9-F-11,24.0,220.247,106.597,164.783,20.784,11.76662,55.464,70.354,1047.0
2014-07-28,15/9-F-14,24.0,261.518,99.908,229.621,21.836,100.0,31.897,89.481,441.0
2014-07-28,15/9-F-15,24.0,200.281,106.575,159.156,16.907,11.6052,41.124,36.083,225.0
2014-07-29,15/9-F-11,24.0,220.263,106.596,164.778,20.77,11.777,55.485,69.757,1040.0
2014-07-29,15/9-F-14,24.0,261.52,99.908,229.649,21.786,100.0,31.871,89.131,438.0
2014-07-29,15/9-F-15,24.0,199.931,106.588,158.867,17.08,11.62993,41.063,35.52,224.0
2014-07-30,15/9-F-14,24.0,261.001,99.918,229.586,21.715,100.0,31.415,88.722,419.0
2014-07-30,15/9-F-11,24.0,220.282,106.595,164.792,20.478,11.80331,55.49,69.213,997.0
2014-07-30,15/9-F-15,24.0,199.611,106.6,158.439,17.174,11.64838,41.171,34.787,215.0
