DATE_PERIOD,NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,BORE_OIL_VOL
2013-02-18,15/9-F-14,24.0,242.066,101.07,209.882,22.002,98.99266,32.184,87.673,967.0
2013-02-19,15/9-F-14,24.0,242.397,101.066,210.152,21.948,99.00143,32.246,86.87,956.0
2013-02-20,15/9-F-14,24.0,244.244,101.041,210.853,21.798,99.03284,33.392,86.378,913.0
2013-02-21,15/9-F-14,24.0,242.732,101.061,210.38,21.96,99.03918,32.353,87.517,959.0
2013-02-22,15/9-F-14,19.92,248.29,100.994,212.554,21.364,72.03672,35.736,85.818,711.0
2013-02-23,15/9-F-14,24.0,244.2,101.022,210.969,22.031,100.0,33.231,87.752,923.0
2013-02-24,15/9-F-14,24.0,242.664,101.041,210.372,22.418,99.92174,32.293,88.388,944.0
2013-02-25,15/9-F-14,24.0,242.269,101.029,210.165,22.421,99.99932,32.105,88.503,951.0
2013-02-26,15/9-F-14,24.0,242.287,101.012,210.178,22.411,100.0,32.109,88.493,952.0
2013-02-27,15/9-F-14,24.0,242.297,101.02,210.169,22.363,100.0,32.127,88.483,946.0
2013-02-28,15/9-F-14,24.0,242.268,101.027,210.144,22.29,100.0,32.124,88.331,944.0
2013-03-01,15/9-F-14,24.0,242.454,101.022,210.289,22.221,100.0,32.165,88.198,936.0
2013-03-02,15/9-F-14,24.0,242.26,101.004,210.149,22.107,100.0,32.111,88.04,940.0
2013-03-03,15/9-F-14,24.0,242.472,101.001,210.338,22.142,100.0,32.134,87.9,937.0
2013-03-04,15/9-F-14,24.0,242.573,101.004,210.483,22.144,100.0,32.091,87.419,940.0
2013-03-05,15/9-F-14,24.0,242.832,100.994,210.711,22.145,100.0,32.12,87.844,941.0
2013-03-06,15/9-F-14,24.0,242.961,100.985,210.727,22.041,100.0,32.234,87.21,926.0
2013-03-07,15/9-F-14,2.19,249.733,100.967,211.77,21.946,9.23416,37.963,86.455,43.0
2013-03-10,15/9-F-14,10.98,259.16,100.772,217.926,15.394,20.50801,41.234,72.669,187.0
2013-03-11,15/9-F-14,15.19,243.204,101.02,210.201,21.15,55.351,33.002,86.754,512.0
2013-03-13,15/9-F-14,19.98,251.075,100.928,213.862,18.832,49.60005,37.213,81.106,540.0
2013-03-14,15/9-F-14,15.69,243.694,100.993,210.404,22.208,63.65894,33.29,87.659,537.0
2013-03-15,15/9-F-14,16.81,250.76,100.887,213.457,19.698,39.82264,37.303,81.026,504.0
2013-03-16,15/9-F-14,12.03,242.8,101.046,209.064,22.166,48.37608,33.736,85.162,446.0
2013-03-17,15/9-F-14,10.48,255.387,100.84,215.103,17.471,20.30279,40.284,73.888,294.0
2013-03-18,15/9-F-14,24.0,241.856,101.072,208.963,21.803,92.49732,32.893,84.967,923.0
2013-03-19,15/9-F-14,24.0,241.144,101.046,208.748,22.33,100.0,32.396,86.397,928.0
2013-03-20,15/9-F-14,2.16,245.559,101.021,211.83,22.456,10.67797,33.728,85.712,90.0
2013-03-22,15/9-F-14,17.98,249.484,100.927,210.501,17.916,42.34681,38.983,77.203,613.0
2013-03-23,15/9-F-14,24.0,240.045,101.126,207.434,21.91,99.98962,32.612,85.541,991.0
2013-03-24,15/9-F-14,24.0,241.046,101.045,208.501,22.321,100.0,32.545,86.889,954.0
2013-03-25,15/9-F-14,11.0,248.651,100.971,210.931,20.22,38.57977,37.72,82.58,438.0
2013-03-26,15/9-F-14,24.0,240.124,101.105,207.078,22.377,97.74083,33.046,87.976,885.0
2013-03-27,15/9-F-14,24.0,240.508,101.065,207.549,22.672,100.0,32.959,88.131,919.0
2013-03-28,15/9-F-14,14.83,244.183,101.018,209.17,21.967,58.93317,35.013,85.458,594.0
2013-03-29,15/9-F-14,24.0,243.021,101.053,208.536,21.921,86.06624,34.485,87.164,909.0
2013-03-30,15/9-F-14,24.0,240.42,101.098,207.38,22.863,97.91667,33.04,88.249,971.0
2013-03-31,15/9-F-14,23.0,241.712,101.076,208.002,22.915,79.77891,33.709,88.231,920.0
2013-04-01,15/9-F-14,21.69,242.67,101.081,208.546,22.955,66.72312,34.124,88.229,879.0
2013-04-03,15/9-F-14,14.48,253.093,100.947,212.492,18.698,30.30538,40.601,80.083,474.0
2013-04-04,15/9-F-14,24.0,241.902,101.141,207.929,22.64,75.71153,33.974,88.025,982.0
2013-04-05,15/9-F-14,12.53,242.864,101.11,208.554,22.911,39.96249,34.31,88.0,463.0
2013-04-10,15/9-F-14,6.31,261.572,100.808,216.583,13.52,11.46654,44.989,68.941,94.0
2013-04-11,15/9-F-14,24.0,243.227,101.145,206.747,20.831,59.11393,36.48,85.962,934.0
2013-04-12,15/9-F-14,24.0,242.803,101.204,213.682,17.416,66.20072,29.122,86.402,963.0
2013-04-13,15/9-F-14,24.0,242.411,101.157,208.047,22.755,71.85809,34.364,87.784,999.0
2013-04-14,15/9-F-14,24.0,242.498,101.188,208.006,22.507,70.3691,34.492,85.388,1023.0
2013-04-15,15/9-F-14,24.0,242.573,101.135,208.323,22.591,72.80985,34.25,86.487,1029.0
2013-04-16,15/9-F-14,22.33,247.821,101.048,210.003,21.77,57.51934,37.818,84.024,898.0
2013-04-17,15/9-F-14,24.0,237.361,98.937,202.964,22.484,70.1507,34.396,86.047,1043.0
2013-04-18,15/9-F-14,24.0,242.47,101.075,208.137,22.452,70.20959,34.332,86.407,1040.0
2013-04-19,15/9-F-14,24.0,242.652,101.067,208.269,22.545,70.24531,34.383,87.801,1029.0
2013-04-20,15/9-F-14,24.0,242.647,101.057,208.58,22.622,73.67457,34.068,87.46,1035.0
2013-04-21,15/9-F-14,24.0,242.262,101.062,208.746,22.433,79.40572,33.517,86.587,1031.0
2013-04-22,15/9-F-14,24.0,242.447,101.061,209.088,22.531,82.01954,33.359,86.661,1025.0
2013-04-23,15/9-F-14,24.0,242.64,101.059,209.403,22.585,85.2511,33.237,86.898,1022.0
2013-04-24,15/9-F-14,24.0,242.863,101.042,209.798,22.723,88.66312,33.065,88.012,1011.0
2013-04-25,15/9-F-14,24.0,242.368,101.037,209.647,22.638,94.69945,32.721,87.746,1011.0
2013-04-26,15/9-F-14,24.0,242.197,101.024,209.619,22.73,99.9999,32.579,88.537,1013.0
2013-04-27,15/9-F-14,24.0,242.262,101.007,209.748,22.629,100.0,32.513,88.449,1004.0
2013-04-28,15/9-F-14,24.0,242.595,101.0,210.109,22.454,100.0,32.486,86.665,1015.0
2013-04-29,15/9-F-14,24.0,242.612,100.989,210.042,22.432,99.99861,32.57,87.329,977.0
2013-04-30,15/9-F-14,24.0,247.075,100.91,211.349,22.375,66.09096,35.726,88.08,882.0
2013-05-01,15/9-F-14,24.0,242.724,100.979,210.396,22.375,100.0,32.328,87.104,945.0
2013-05-02,15/9-F-14,24.0,243.156,100.98,210.752,22.591,100.0,32.404,88.221,946.0
2013-05-03,15/9-F-14,24.0,243.305,100.98,210.945,22.448,100.0,32.36,87.244,945.0
2013-05-04,15/9-F-14,24.0,243.461,100.976,211.11,22.463,100.0,32.352,87.204,943.0
2013-05-05,15/9-F-14,24.0,243.831,100.962,211.454,22.538,100.0,32.378,87.727,949.0
2013-05-06,15/9-F-14,24.0,243.937,100.96,211.603,22.532,100.0,32.333,87.717,946.0
2013-05-07,15/9-F-14,24.0,244.093,100.954,211.74,22.637,100.0,32.352,88.218,941.0
2013-05-08,15/9-F-14,24.0,244.44,100.941,212.056,22.594,100.0,32.385,87.594,937.0
2013-05-09,15/9-F-14,24.0,244.497,100.937,212.132,22.59,100.0,32.365,88.11,939.0
2013-05-10,15/9-F-14,24.0,244.529,100.934,212.168,22.53,100.0,32.361,87.638,934.0
2013-05-11,15/9-F-14,24.0,244.601,100.929,212.274,22.525,100.0,32.327,87.583,935.0
2013-05-12,15/9-F-14,24.0,244.681,100.926,212.308,22.628,97.91667,32.373,88.216,938.0
2013-05-13,15/9-F-14,24.0,244.731,100.921,212.384,22.493,97.91667,32.347,87.363,936.0
2013-05-14,15/9-F-14,16.33,223.558,92.011,189.066,21.46,64.29074,34.492,83.402,643.0
2013-05-15,15/9-F-14,24.0,96.609,39.769,62.578,21.947,100.0,34.031,85.875,845.0
2013-05-16,15/9-F-14,24.0,245.033,100.911,212.836,22.68,99.70634,32.198,87.534,866.0
2013-05-17,15/9-F-14,21.17,249.858,100.842,214.579,22.215,71.36114,35.279,87.343,706.0
2013-05-18,15/9-F-14,24.0,244.794,100.883,212.228,22.743,99.99979,32.566,88.663,871.0
2013-05-19,15/9-F-14,24.0,244.152,100.902,211.888,22.914,100.0,32.264,88.874,886.0
2013-05-20,15/9-F-14,24.0,244.166,100.884,211.817,22.712,97.91667,32.349,88.609,899.0
2013-05-21,15/9-F-14,24.0,244.237,100.882,211.934,22.615,100.0,32.303,88.321,897.0
2013-05-22,15/9-F-14,24.0,243.668,100.859,211.447,22.44,100.0,32.221,88.171,904.0
2013-05-23,15/9-F-14,24.0,243.106,100.815,210.686,22.004,100.0,32.42,87.384,889.0
2013-05-24,15/9-F-14,24.0,241.724,100.825,209.775,22.045,100.0,31.95,87.983,886.0
2013-05-25,15/9-F-14,24.0,242.416,100.822,210.253,22.201,100.0,32.163,88.355,875.0
2013-05-26,15/9-F-14,24.0,242.623,100.827,210.551,22.339,100.0,32.072,88.515,877.0
2013-05-27,15/9-F-14,24.0,242.965,100.833,210.939,22.134,100.0,32.026,87.629,875.0
2013-05-28,15/9-F-14,24.0,243.256,100.844,211.195,21.711,100.0,32.061,86.975,876.0
2013-05-29,15/9-F-14,24.0,244.796,100.832,211.806,21.924,100.0,32.99,88.783,851.0
2013-05-30,15/9-F-14,24.0,243.834,100.849,211.593,22.006,100.0,32.241,88.994,892.0
2013-05-31,15/9-F-14,24.0,244.003,100.851,211.759,21.863,100.0,32.244,88.66,893.0
2013-06-01,15/9-F-14,24.0,244.19,100.852,211.945,21.742,100.0,32.244,88.214,894.0
2013-06-02,15/9-F-14,24.0,244.34,100.856,212.051,21.812,100.0,32.289,88.695,896.0
2013-06-03,15/9-F-14,24.0,244.34,100.862,212.048,21.875,100.0,32.291,88.846,899.0
2013-06-04,15/9-F-14,24.0,244.562,100.861,212.082,21.831,100.0,32.479,88.87,880.0
2013-06-05,15/9-F-14,24.0,245.356,100.838,212.392,21.702,83.89087,32.963,88.684,886.0
2013-06-06,15/9-F-14,24.0,244.726,100.799,211.748,21.602,83.69628,32.977,88.703,889.0
2013-06-07,15/9-F-14,24.0,243.797,100.81,211.557,21.53,100.0,32.24,88.739,874.0
2013-06-08,15/9-F-14,24.0,243.578,100.838,211.48,21.449,100.0,32.098,88.572,863.0
2013-06-09,15/9-F-14,24.0,244.365,100.826,212.154,21.514,100.0,32.211,88.751,883.0
2013-06-10,15/9-F-14,24.0,244.347,100.816,212.136,21.457,100.0,32.211,88.949,796.0
2013-06-11,15/9-F-14,24.0,244.443,100.813,212.219,21.501,100.0,32.224,88.881,826.0
2013-06-12,15/9-F-14,24.0,244.605,100.812,212.409,21.253,100.0,32.196,86.993,834.0
2013-06-13,15/9-F-14,24.0,244.557,100.809,212.348,21.416,100.0,32.209,88.669,847.0
2013-06-14,15/9-F-14,24.0,244.59,100.805,212.431,21.362,100.0,32.159,88.425,852.0
2013-06-15,15/9-F-14,24.0,244.763,100.798,212.545,21.277,100.0,32.218,87.956,852.0
2013-06-16,15/9-F-14,24.0,244.659,100.795,212.486,21.334,100.0,32.173,88.908,861.0
2013-06-17,15/9-F-14,24.0,244.811,100.79,212.585,21.429,100.0,32.226,89.119,877.0
2013-06-18,15/9-F-14,24.0,244.7,100.781,212.597,21.236,100.0,32.104,88.519,878.0
2013-06-19,15/9-F-14,24.0,244.596,100.77,212.501,21.226,100.0,32.095,88.748,879.0
2013-06-20,15/9-F-14,24.0,244.728,100.769,212.631,21.228,100.0,32.096,88.717,876.0
2013-06-21,15/9-F-14,21.76,245.403,100.773,213.365,21.336,100.0,32.038,89.026,788.0
2013-06-22,15/9-F-14,15.16,251.893,100.677,216.344,19.515,75.49431,35.55,82.749,421.0
2013-06-23,15/9-F-14,2.51,248.803,100.771,217.708,21.265,14.44986,31.095,87.38,76.0
2013-06-26,15/9-F-14,22.49,249.586,100.708,213.82,19.092,64.9572,35.766,86.205,696.0
2013-06-27,15/9-F-14,17.51,246.37,100.809,214.279,21.234,73.72737,32.091,87.904,567.0
2013-06-28,15/9-F-14,22.66,250.013,100.694,214.966,20.314,78.06295,35.047,86.037,762.0
2013-06-29,15/9-F-14,24.0,244.792,100.779,212.245,21.464,100.0,32.548,88.581,822.0
2013-06-30,15/9-F-14,24.0,245.238,100.812,212.486,21.704,100.0,32.752,88.252,825.0
2013-07-01,15/9-F-14,24.0,245.367,100.771,212.618,21.722,100.0,32.749,88.748,843.0
2013-07-02,15/9-F-14,24.0,244.672,100.772,212.24,21.609,100.0,32.431,88.035,864.0
2013-07-03,15/9-F-14,24.0,244.962,100.775,212.419,21.567,100.0,32.543,87.854,866.0
2013-07-04,15/9-F-14,24.0,245.025,100.772,212.539,21.653,100.0,32.486,88.08,876.0
2013-07-05,15/9-F-14,24.0,244.332,100.743,211.861,21.536,100.0,32.471,88.335,892.0
2013-07-06,15/9-F-14,17.17,250.103,100.653,214.063,20.258,55.10038,36.039,85.021,584.0
2013-07-07,15/9-F-14,24.0,244.463,100.731,211.978,21.551,99.99542,32.484,89.13,949.0
2013-07-08,15/9-F-14,24.0,211.486,87.025,178.945,21.719,100.0,32.54,89.268,852.0
2013-07-09,15/9-F-14,24.0,245.381,100.709,212.699,21.647,100.0,32.681,89.121,858.0
2013-07-10,15/9-F-14,24.0,245.329,100.725,212.828,21.651,100.0,32.501,89.199,868.0
2013-07-11,15/9-F-14,24.0,245.711,100.73,213.059,21.711,100.0,32.651,89.264,850.0
2013-07-12,15/9-F-14,24.0,245.445,100.707,212.957,21.788,100.0,32.487,89.435,873.0
2013-07-13,15/9-F-14,24.0,245.662,100.717,213.142,21.719,100.0,32.52,89.358,860.0
2013-07-14,15/9-F-14,24.0,245.668,100.716,213.172,21.674,100.0,32.496,89.116,863.0
2013-07-15,15/9-F-14,24.0,245.647,100.714,213.263,21.644,100.0,32.384,89.042,837.0
2013-07-16,15/9-F-14,24.0,245.721,100.71,213.331,21.709,100.0,32.39,89.339,828.0
2013-07-17,15/9-F-14,24.0,245.73,100.706,213.365,21.695,100.0,32.365,89.227,824.0
2013-07-18,15/9-F-14,24.0,245.809,100.698,213.444,21.707,100.0,32.365,89.496,823.0
2013-07-19,15/9-F-14,24.0,245.902,100.69,213.552,21.642,100.0,32.35,89.411,818.0
2013-07-20,15/9-F-14,24.0,245.868,100.683,213.526,21.648,100.0,32.342,89.477,819.0
2013-07-21,15/9-F-14,24.0,245.819,100.674,213.513,21.582,100.0,32.306,89.368,817.0
2013-07-22,15/9-F-14,4.5,262.985,100.454,220.806,16.932,13.48401,42.179,74.39,106.0
2013-07-23,15/9-F-14,24.0,248.252,100.656,215.135,20.898,88.8545,33.118,87.167,746.0
2013-07-24,15/9-F-14,24.0,246.418,100.217,213.859,21.717,100.0,32.559,87.562,771.0
2013-07-25,15/9-F-14,24.0,246.838,100.563,214.459,21.759,100.0,32.38,88.418,695.0
2013-07-26,15/9-F-14,24.0,246.446,100.653,214.251,21.743,100.0,32.195,87.955,776.0
2013-07-27,15/9-F-14,24.0,245.998,100.67,213.726,21.91,100.0,32.272,89.132,780.0
2013-07-28,15/9-F-14,0.84,260.622,100.653,229.547,21.783,3.15428,31.074,87.594,7.0
2013-07-29,15/9-F-14,5.99,268.554,100.389,223.794,14.314,9.0008,44.76,71.478,66.0
2013-07-30,15/9-F-14,24.0,246.952,100.678,213.293,20.874,82.64888,33.659,87.652,670.0
2013-07-31,15/9-F-11,5.08,273.947,105.551,179.382,21.55,2.5408,94.565,55.959,190.0
2013-07-31,15/9-F-14,8.34,248.48,100.658,216.258,21.741,38.99743,32.222,88.564,325.0
2013-08-03,15/9-F-11,15.07,277.798,104.933,181.302,1.653,6.11618,96.496,41.019,590.0
2013-08-03,15/9-F-14,15.83,255.752,100.566,216.948,17.329,35.17674,38.804,80.775,319.0
2013-08-04,15/9-F-14,24.0,245.314,100.686,212.589,21.066,95.74432,32.725,87.661,737.0
2013-08-04,15/9-F-11,24.0,273.594,105.44,177.393,17.309,9.95129,96.201,52.455,1066.0
2013-08-05,15/9-F-11,24.0,272.298,105.538,176.786,24.75,9.75875,95.512,55.184,1060.0
2013-08-05,15/9-F-14,24.0,244.929,100.697,212.595,21.544,97.91667,32.333,87.51,770.0
2013-08-06,15/9-F-14,24.0,244.83,100.699,212.358,21.788,100.0,32.473,88.773,777.0
2013-08-06,15/9-F-11,24.0,271.561,105.585,176.519,28.259,9.88211,95.042,57.214,1070.0
2013-08-07,15/9-F-14,24.0,244.723,100.726,212.184,22.117,100.0,32.538,89.148,788.0
2013-08-07,15/9-F-11,24.0,271.072,105.614,176.329,22.087,9.78896,94.743,58.377,1070.0
2013-08-08,15/9-F-14,24.0,245.21,100.696,212.733,22.102,100.0,32.477,89.183,783.0
2013-08-08,15/9-F-11,24.0,270.691,105.64,176.175,22.075,9.78433,94.516,58.627,1062.0
2013-08-09,15/9-F-14,24.0,245.34,100.684,212.948,21.984,100.0,32.391,88.115,776.0
2013-08-09,15/9-F-11,24.0,270.245,105.667,175.947,23.186,9.91491,94.298,57.726,1074.0
2013-08-10,15/9-F-14,24.0,245.268,100.684,212.795,22.022,100.0,32.474,89.069,777.0
2013-08-10,15/9-F-11,24.0,269.993,105.695,175.933,24.284,9.8808,94.06,58.426,1070.0
2013-08-11,15/9-F-14,24.0,245.591,100.678,212.813,22.048,99.90798,32.778,88.919,765.0
2013-08-11,15/9-F-11,24.0,269.958,105.718,175.989,25.182,9.88084,93.969,58.197,1054.0
2013-08-12,15/9-F-14,24.0,245.765,100.659,212.825,22.031,100.0,32.94,89.085,758.0
2013-08-12,15/9-F-11,24.0,269.873,105.742,176.013,26.022,9.84737,93.86,58.751,1039.0
2013-08-13,15/9-F-14,24.0,245.189,100.656,212.737,21.884,100.0,32.452,88.948,765.0
2013-08-13,15/9-F-11,24.0,269.561,105.776,176.006,26.623,9.86483,93.555,58.551,1051.0
2013-08-14,15/9-F-14,24.0,245.258,100.644,212.95,21.98,100.0,32.309,89.062,769.0
2013-08-14,15/9-F-11,24.0,269.412,105.803,176.184,27.543,9.7961,93.228,58.849,1045.0
2013-08-15,15/9-F-11,24.0,269.362,105.824,176.283,27.969,9.83735,93.079,57.457,1045.0
2013-08-15,15/9-F-14,24.0,245.866,100.624,213.633,21.825,100.0,32.233,88.139,764.0
2013-08-16,15/9-F-14,24.0,246.128,100.614,213.843,21.923,100.0,32.285,88.734,778.0
2013-08-16,15/9-F-11,24.0,267.613,105.886,175.762,23.733,9.91057,91.851,58.585,1076.0
2013-08-17,15/9-F-11,24.0,266.957,105.925,175.512,21.241,10.09222,91.445,57.518,1089.0
2013-08-17,15/9-F-14,24.0,246.329,100.604,214.142,21.766,100.0,32.187,87.57,766.0
2013-08-18,15/9-F-11,24.0,268.022,105.907,176.085,20.317,9.78648,91.937,56.503,1042.0
2013-08-18,15/9-F-14,24.0,246.506,100.595,214.274,21.751,100.0,32.231,87.944,768.0
2013-08-19,15/9-F-11,24.0,266.027,105.982,175.275,23.008,9.86604,90.752,60.084,1047.0
2013-08-19,15/9-F-14,24.0,246.699,100.586,214.459,21.833,100.0,32.24,88.738,795.0
2013-08-20,15/9-F-14,24.0,246.797,100.581,214.582,21.89,100.0,32.215,88.891,783.0
2013-08-20,15/9-F-11,24.0,266.56,105.978,175.553,23.037,9.81311,91.007,59.501,1024.0
2013-08-21,15/9-F-14,24.0,246.941,100.57,214.823,21.831,100.0,32.117,88.739,769.0
2013-08-21,15/9-F-11,24.0,266.43,105.995,175.574,23.65,10.10168,90.856,59.891,1050.0
2013-08-22,15/9-F-14,24.0,246.97,100.559,214.819,21.835,100.0,32.151,89.015,776.0
2013-08-22,15/9-F-11,24.0,266.419,106.012,175.626,23.811,10.02474,90.793,60.815,1045.0
2013-08-23,15/9-F-14,24.0,247.075,100.545,215.033,21.703,100.0,32.042,87.574,762.0
2013-08-23,15/9-F-11,24.0,266.416,106.025,175.638,24.032,10.08765,90.778,60.124,1039.0
2013-08-24,15/9-F-11,24.0,266.459,106.036,175.707,24.162,10.05772,90.752,59.096,1030.0
2013-08-24,15/9-F-14,24.0,247.211,100.535,215.209,21.6,100.0,32.001,86.541,760.0
2013-08-25,15/9-F-11,24.0,266.634,106.041,175.835,24.594,10.08136,90.798,60.04,1030.0
2013-08-25,15/9-F-14,24.0,247.279,100.533,215.282,21.655,100.0,31.997,87.353,756.0
2013-08-26,15/9-F-14,24.0,247.43,100.525,215.42,21.73,100.0,32.009,88.895,751.0
2013-08-26,15/9-F-11,24.0,266.757,106.048,175.931,24.883,10.1238,90.826,60.19,1030.0
2013-08-27,15/9-F-11,19.64,267.302,106.057,176.099,24.948,8.39912,91.203,58.267,698.0
2013-08-27,15/9-F-14,24.0,247.275,100.388,215.147,21.669,100.0,32.128,88.492,813.0
2013-08-28,15/9-F-14,24.0,247.081,100.171,214.957,21.773,100.0,32.124,89.191,702.0
2013-08-29,15/9-F-14,24.0,247.6,100.506,215.627,21.714,100.0,31.973,88.806,705.0
2013-08-30,15/9-F-14,24.0,247.651,100.5,215.675,21.668,100.0,31.976,88.694,715.0
2013-08-31,15/9-F-14,24.0,247.462,100.497,215.603,21.547,100.0,31.859,88.708,720.0
2013-09-01,15/9-F-14,24.0,247.564,100.494,215.672,21.454,100.0,31.892,88.411,721.0
2013-09-02,15/9-F-14,24.0,248.042,100.482,215.85,21.529,100.0,32.192,88.716,749.0
2013-09-03,15/9-F-11,24.0,276.029,105.605,182.391,3.444,9.48204,93.637,49.965,941.0
2013-09-03,15/9-F-14,24.0,247.881,100.479,215.848,21.623,100.0,32.032,88.865,755.0
2013-09-04,15/9-F-14,24.0,248.013,100.474,216.037,21.506,100.0,31.976,88.148,760.0
2013-09-04,15/9-F-11,24.0,270.215,105.75,177.682,12.584,9.64292,92.534,55.417,969.0
2013-09-05,15/9-F-14,24.0,248.047,100.466,216.132,21.445,100.0,31.915,87.661,774.0
2013-09-05,15/9-F-11,24.0,267.255,105.856,176.558,17.726,9.84629,90.697,58.398,1016.0
2013-09-06,15/9-F-14,24.0,248.072,100.458,216.052,21.459,100.0,32.021,88.836,768.0
2013-09-06,15/9-F-11,24.0,262.95,106.004,174.736,23.291,10.23642,88.213,61.941,1157.0
2013-09-07,15/9-F-14,24.0,247.963,100.453,216.098,21.505,100.0,31.866,88.455,764.0
2013-09-07,15/9-F-11,24.0,262.643,106.034,174.64,24.753,10.22814,88.004,61.839,1151.0
2013-09-08,15/9-F-11,24.0,262.699,106.045,174.673,25.836,10.20269,88.025,62.549,1140.0
2013-09-08,15/9-F-14,24.0,247.974,100.453,216.07,21.61,100.0,31.904,88.844,760.0
2013-09-09,15/9-F-11,24.0,262.923,106.051,174.767,26.266,9.94206,88.156,62.621,1109.0
2013-09-09,15/9-F-14,24.0,247.953,100.454,216.036,21.619,100.0,31.917,89.058,765.0
2013-09-10,15/9-F-11,24.0,262.894,106.063,174.765,26.251,10.16507,88.129,61.734,1119.0
2013-09-10,15/9-F-14,24.0,247.925,100.453,216.072,21.431,100.0,31.853,88.787,749.0
2013-09-11,15/9-F-11,24.0,262.921,106.072,174.782,27.091,10.16987,88.139,62.127,1103.0
2013-09-11,15/9-F-14,24.0,247.883,100.452,216.056,21.486,100.0,31.827,88.929,738.0
2013-09-12,15/9-F-11,18.64,263.047,106.085,175.26,16.919,8.32474,87.786,61.933,810.0
2013-09-12,15/9-F-14,18.64,248.278,100.449,216.549,21.549,77.72957,31.729,88.703,587.0
2013-09-13,15/9-F-14,10.66,260.187,100.303,222.393,18.943,46.25212,37.795,80.594,218.0
2013-09-14,15/9-F-14,6.86,268.894,100.191,225.188,15.708,10.98615,43.706,74.895,28.0
2013-09-15,15/9-F-11,24.0,263.558,105.677,176.139,4.119,10.07243,87.419,54.633,982.0
2013-09-15,15/9-F-14,24.0,249.593,100.421,216.276,20.931,79.94676,33.317,86.802,546.0
2013-09-16,15/9-F-14,22.33,254.877,100.371,218.882,20.821,71.47879,35.996,84.991,479.0
2013-09-16,15/9-F-11,22.5,261.93,105.841,175.121,8.643,9.40108,86.809,57.464,947.0
2013-09-17,15/9-F-14,24.0,248.325,100.424,215.836,21.527,99.973,32.489,87.355,628.0
2013-09-17,15/9-F-11,24.0,260.894,105.932,174.418,11.458,9.96468,86.476,58.821,1042.0
2013-09-18,15/9-F-14,10.64,250.017,100.386,217.111,21.701,43.66204,32.906,88.33,284.0
2013-09-18,15/9-F-11,10.98,259.759,106.001,175.284,13.613,5.41783,84.475,62.142,474.0
2013-09-20,15/9-F-14,17.03,256.749,100.338,220.071,18.686,39.66959,36.679,82.348,327.0
2013-09-20,15/9-F-11,16.27,269.078,105.317,180.092,1.125,6.76533,88.985,48.904,643.0
2013-09-21,15/9-F-11,9.81,265.403,105.677,178.56,5.284,5.04441,86.843,56.148,310.0
2013-09-21,15/9-F-14,19.83,250.638,100.437,217.027,21.31,82.0632,33.612,86.329,655.0
2013-09-22,15/9-F-11,24.0,265.175,105.574,177.34,4.386,9.71361,87.834,54.669,1035.0
2013-09-22,15/9-F-14,24.0,250.524,100.413,216.809,21.322,84.97888,33.715,86.874,575.0
2013-09-23,15/9-F-14,24.0,248.052,100.411,215.63,21.965,100.0,32.422,88.694,626.0
2013-09-23,15/9-F-11,24.0,261.314,105.853,174.779,11.63,10.23974,86.535,62.212,1075.0
2013-09-24,15/9-F-14,24.0,247.718,100.46,215.234,21.901,100.0,32.483,88.637,656.0
2013-09-24,15/9-F-11,24.0,260.902,105.908,174.534,13.309,10.35389,86.368,62.537,1143.0
2013-09-25,15/9-F-14,24.0,247.644,100.487,215.152,22.042,100.0,32.492,88.834,660.0
2013-09-25,15/9-F-11,24.0,262.002,105.895,175.021,12.961,10.06007,86.981,61.822,1108.0
2013-09-26,15/9-F-11,24.0,260.715,105.94,174.475,14.153,10.15459,86.24,62.537,1125.0
2013-09-26,15/9-F-14,24.0,247.787,100.484,215.324,22.076,100.0,32.463,88.935,662.0
2013-09-27,15/9-F-14,16.83,186.941,73.569,150.836,20.86,52.94305,36.104,85.85,492.0
2013-09-27,15/9-F-11,8.31,261.534,105.949,175.103,14.55,4.53818,86.431,62.625,299.0
2013-09-28,15/9-F-11,12.36,263.971,105.338,178.473,2.279,5.83822,85.498,52.734,380.0
2013-09-29,15/9-F-14,24.0,135.626,54.76,103.14,21.957,100.0,32.486,87.066,666.0
2013-09-29,15/9-F-11,24.0,253.091,103.009,167.971,10.985,10.35392,85.12,60.37,1159.0
2013-09-30,15/9-F-14,24.0,247.959,100.159,215.482,21.859,100.0,32.477,85.996,681.0
2013-09-30,15/9-F-11,24.0,255.18,104.527,170.44,14.529,10.41746,84.74,61.527,1195.0
2013-10-01,15/9-F-11,24.0,258.319,105.962,173.569,15.202,10.42921,84.75,60.77,1196.0
2013-10-01,15/9-F-14,24.0,248.577,100.42,216.14,21.77,100.0,32.437,85.981,681.0
2013-10-02,15/9-F-11,24.0,258.251,105.99,173.53,15.478,10.42832,84.721,60.354,1249.0
2013-10-02,15/9-F-14,24.0,248.572,100.424,216.135,21.77,100.0,32.437,86.447,711.0
2013-10-03,15/9-F-14,24.0,248.774,100.414,216.342,21.71,100.0,32.432,85.814,708.0
2013-10-03,15/9-F-11,24.0,258.21,106.008,173.528,15.671,10.44692,84.681,59.732,1245.0
