country_name,type,product,flow,year,value
Slovakia,Balance,Total kerosene production,Net Deliveries,2022,2.162
Slovenia,Balance,Total kerosene production,Net Deliveries,2022,1.0
Spain,Balance,Total kerosene production,Net Deliveries,2022,462.215
Sweden,Balance,Total kerosene production,Net Deliveries,2022,56.991
Switzerland,Balance,Total kerosene production,Net Deliveries,2022,115.428
Türkiye,Balance,Total kerosene production,Net Deliveries,2022,343.016
United Kingdom,Balance,Total kerosene production,Net Deliveries,2022,1132.0
United States,Balance,Total kerosene production,Net Deliveries,2022,6146.0
Australia,Balance,Total kerosene production,Net Deliveries,2023,630.759
Austria,Balance,Total kerosene production,Net Deliveries,2023,62.969
Belgium,Balance,Total kerosene production,Net Deliveries,2023,137.1
Canada,Balance,Total kerosene production,Net Deliveries,2023,629.002
Chile,Balance,Total kerosene production,Net Deliveries,2023,61.065
Czech Republic,Balance,Total kerosene production,Net Deliveries,2023,28.0
Denmark,Balance,Total kerosene production,Net Deliveries,2023,77.0
Estonia,Balance,Total kerosene production,Net Deliveries,2023,4.0
Finland,Balance,Total kerosene production,Net Deliveries,2023,66.0
France,Balance,Total kerosene production,Net Deliveries,2023,615.0
Germany,Balance,Total kerosene production,Net Deliveries,2023,732.66
Greece,Balance,Total kerosene production,Net Deliveries,2023,60.0
Hungary,Balance,Total kerosene production,Net Deliveries,2023,29.0
Iceland,Balance,Total kerosene production,Net Deliveries,2023,16.263
Ireland,Balance,Total kerosene production,Net Deliveries,2023,177.184
Israel,Balance,Total kerosene production,Net Deliveries,2023,86.0
Italy,Balance,Total kerosene production,Net Deliveries,2023,398.874
Japan,Balance,Total kerosene production,Net Deliveries,2023,2726.312
South Korea,Balance,Total kerosene production,Net Deliveries,2023,856.952
Latvia,Balance,Total kerosene production,Net Deliveries,2023,12.399
Lithuania,Balance,Total kerosene production,Net Deliveries,2023,7.9
Luxembourg,Balance,Total kerosene production,Net Deliveries,2023,53.528
Mexico,Balance,Total kerosene production,Net Deliveries,2023,389.0
Netherlands,Balance,Total kerosene production,Net Deliveries,2023,269.862
Norway,Balance,Total kerosene production,Net Deliveries,2023,69.809
New Zealand,Balance,Total kerosene production,Net Deliveries,2023,132.0
Poland,Balance,Total kerosene production,Net Deliveries,2023,98.26
Portugal,Balance,Total kerosene production,Net Deliveries,2023,131.659
Slovakia,Balance,Total kerosene production,Net Deliveries,2023,2.608
Slovenia,Balance,Total kerosene production,Net Deliveries,2023,1.0
Spain,Balance,Total kerosene production,Net Deliveries,2023,543.695
Sweden,Balance,Total kerosene production,Net Deliveries,2023,51.414
Switzerland,Balance,Total kerosene production,Net Deliveries,2023,131.35
Türkiye,Balance,Total kerosene production,Net Deliveries,2023,447.407
United Kingdom,Balance,Total kerosene production,Net Deliveries,2023,1206.0
United States,Balance,Total kerosene production,Net Deliveries,2023,6743.0
Australia,Balance,Gasoline and diesel,Net Deliveries,2022,2332.608
Austria,Balance,Gasoline and diesel,Net Deliveries,2022,585.436
Belgium,Balance,Gasoline and diesel,Net Deliveries,2022,871.8
Canada,Balance,Gasoline and diesel,Net Deliveries,2022,2413.517
Chile,Balance,Gasoline and diesel,Net Deliveries,2022,800.082
Czech Republic,Balance,Gasoline and diesel,Net Deliveries,2022,406.0
Denmark,Balance,Gasoline and diesel,Net Deliveries,2022,323.0
Estonia,Balance,Gasoline and diesel,Net Deliveries,2022,67.0
Finland,Balance,Gasoline and diesel,Net Deliveries,2022,398.0
France,Balance,Gasoline and diesel,Net Deliveries,2022,3389.0
Germany,Balance,Gasoline and diesel,Net Deliveries,2022,4176.574
Greece,Balance,Gasoline and diesel,Net Deliveries,2022,516.798
Hungary,Balance,Gasoline and diesel,Net Deliveries,2022,279.0
Iceland,Balance,Gasoline and diesel,Net Deliveries,2022,23.767
Ireland,Balance,Gasoline and diesel,Net Deliveries,2022,322.5
Israel,Balance,Gasoline and diesel,Net Deliveries,2022,321.0
Italy,Balance,Gasoline and diesel,Net Deliveries,2022,2266.564
Japan,Balance,Gasoline and diesel,Net Deliveries,2022,3391.886
South Korea,Balance,Gasoline and diesel,Net Deliveries,2022,2038.996
Latvia,Balance,Gasoline and diesel,Net Deliveries,2022,94.358
Lithuania,Balance,Gasoline and diesel,Net Deliveries,2022,154.2
Luxembourg,Balance,Gasoline and diesel,Net Deliveries,2022,113.509
Mexico,Balance,Gasoline and diesel,Net Deliveries,2022,1281.0
Netherlands,Balance,Gasoline and diesel,Net Deliveries,2022,469.932
Norway,Balance,Gasoline and diesel,Net Deliveries,2022,389.179
New Zealand,Balance,Gasoline and diesel,Net Deliveries,2022,308.0
Poland,Balance,Gasoline and diesel,Net Deliveries,2022,1645.454
Portugal,Balance,Gasoline and diesel,Net Deliveries,2022,405.276
Slovakia,Balance,Gasoline and diesel,Net Deliveries,2022,164.734
Slovenia,Balance,Gasoline and diesel,Net Deliveries,2022,148.0
Spain,Balance,Gasoline and diesel,Net Deliveries,2022,2677.398
Sweden,Balance,Gasoline and diesel,Net Deliveries,2022,476.602
Switzerland,Balance,Gasoline and diesel,Net Deliveries,2022,429.898
Türkiye,Balance,Gasoline and diesel,Net Deliveries,2022,2291.822
United Kingdom,Balance,Gasoline and diesel,Net Deliveries,2022,2320.0
United States,Balance,Gasoline and diesel,Net Deliveries,2022,14985.0
Australia,Balance,Gasoline and diesel,Net Deliveries,2023,2204.141
Austria,Balance,Gasoline and diesel,Net Deliveries,2023,535.731
Belgium,Balance,Gasoline and diesel,Net Deliveries,2023,761.0
Canada,Balance,Gasoline and diesel,Net Deliveries,2023,2276.124
Chile,Balance,Gasoline and diesel,Net Deliveries,2023,714.008
Czech Republic,Balance,Gasoline and diesel,Net Deliveries,2023,383.0
Denmark,Balance,Gasoline and diesel,Net Deliveries,2023,283.0
Estonia,Balance,Gasoline and diesel,Net Deliveries,2023,61.0
Finland,Balance,Gasoline and diesel,Net Deliveries,2023,315.0
France,Balance,Gasoline and diesel,Net Deliveries,2023,3137.0
Germany,Balance,Gasoline and diesel,Net Deliveries,2023,3976.898
Greece,Balance,Gasoline and diesel,Net Deliveries,2023,439.0
Hungary,Balance,Gasoline and diesel,Net Deliveries,2023,326.0
Iceland,Balance,Gasoline and diesel,Net Deliveries,2023,20.06
Ireland,Balance,Gasoline and diesel,Net Deliveries,2023,290.704
Israel,Balance,Gasoline and diesel,Net Deliveries,2023,277.0
Italy,Balance,Gasoline and diesel,Net Deliveries,2023,2190.334
Japan,Balance,Gasoline and diesel,Net Deliveries,2023,3230.098
South Korea,Balance,Gasoline and diesel,Net Deliveries,2023,1830.221
Latvia,Balance,Gasoline and diesel,Net Deliveries,2023,82.396
Lithuania,Balance,Gasoline and diesel,Net Deliveries,2023,145.2
Luxembourg,Balance,Gasoline and diesel,Net Deliveries,2023,108.503
Mexico,Balance,Gasoline and diesel,Net Deliveries,2023,1167.0
Netherlands,Balance,Gasoline and diesel,Net Deliveries,2023,483.369
Norway,Balance,Gasoline and diesel,Net Deliveries,2023,341.042
New Zealand,Balance,Gasoline and diesel,Net Deliveries,2023,260.0
Poland,Balance,Gasoline and diesel,Net Deliveries,2023,1377.505
Portugal,Balance,Gasoline and diesel,Net Deliveries,2023,394.845
Slovakia,Balance,Gasoline and diesel,Net Deliveries,2023,148.504
Slovenia,Balance,Gasoline and diesel,Net Deliveries,2023,119.0
Spain,Balance,Gasoline and diesel,Net Deliveries,2023,2289.539
Sweden,Balance,Gasoline and diesel,Net Deliveries,2023,399.257
Switzerland,Balance,Gasoline and diesel,Net Deliveries,2023,427.223
Türkiye,Balance,Gasoline and diesel,Net Deliveries,2023,2298.513
United Kingdom,Balance,Gasoline and diesel,Net Deliveries,2023,2240.0
United States,Balance,Gasoline and diesel,Net Deliveries,2023,14917.808
Australia,Balance,Residual fuel oil,Net Deliveries,2022,26.456
Austria,Balance,Residual fuel oil,Net Deliveries,2022,4.706
Belgium,Balance,Residual fuel oil,Net Deliveries,2022,2.1
Canada,Balance,Residual fuel oil,Net Deliveries,2022,320.625
Chile,Balance,Residual fuel oil,Net Deliveries,2022,29.161
Czech Republic,Balance,Residual fuel oil,Net Deliveries,2022,5.0
Denmark,Balance,Residual fuel oil,Net Deliveries,2022,9.0
Estonia,Balance,Residual fuel oil,Net Deliveries,2022,6.0
Finland,Balance,Residual fuel oil,Net Deliveries,2022,34.0
France,Balance,Residual fuel oil,Net Deliveries,2022,80.0
Germany,Balance,Residual fuel oil,Net Deliveries,2022,113.125
Greece,Balance,Residual fuel oil,Net Deliveries,2022,94.515
Hungary,Balance,Residual fuel oil,Net Deliveries,2022,0.0
Iceland,Balance,Residual fuel oil,Net Deliveries,2022,0.0
Ireland,Balance,Residual fuel oil,Net Deliveries,2022,38.601
Israel,Balance,Residual fuel oil,Net Deliveries,2022,46.0
Italy,Balance,Residual fuel oil,Net Deliveries,2022,73.224
Japan,Balance,Residual fuel oil,Net Deliveries,2022,833.344
South Korea,Balance,Residual fuel oil,Net Deliveries,2022,155.568
Latvia,Balance,Residual fuel oil,Net Deliveries,2022,0.0
Lithuania,Balance,Residual fuel oil,Net Deliveries,2022,19.3
Luxembourg,Balance,Residual fuel oil,Net Deliveries,2022,0.0
Mexico,Balance,Residual fuel oil,Net Deliveries,2022,320.0
Netherlands,Balance,Residual fuel oil,Net Deliveries,2022,0.0
Norway,Balance,Residual fuel oil,Net Deliveries,2022,2.169
New Zealand,Balance,Residual fuel oil,Net Deliveries,2022,3.0
Poland,Balance,Residual fuel oil,Net Deliveries,2022,19.56
Portugal,Balance,Residual fuel oil,Net Deliveries,2022,28.838
Slovakia,Balance,Residual fuel oil,Net Deliveries,2022,-1.847
Slovenia,Balance,Residual fuel oil,Net Deliveries,2022,0.0
Spain,Balance,Residual fuel oil,Net Deliveries,2022,163.372
Sweden,Balance,Residual fuel oil,Net Deliveries,2022,36.949
Switzerland,Balance,Residual fuel oil,Net Deliveries,2022,0.0
Türkiye,Balance,Residual fuel oil,Net Deliveries,2022,44.465
United Kingdom,Balance,Residual fuel oil,Net Deliveries,2022,18.0
United States,Balance,Residual fuel oil,Net Deliveries,2022,221.0
Australia,Balance,Residual fuel oil,Net Deliveries,2023,30.071
Austria,Balance,Residual fuel oil,Net Deliveries,2023,3.627
Belgium,Balance,Residual fuel oil,Net Deliveries,2023,1.7
Canada,Balance,Residual fuel oil,Net Deliveries,2023,266.598
Chile,Balance,Residual fuel oil,Net Deliveries,2023,44.1
Czech Republic,Balance,Residual fuel oil,Net Deliveries,2023,4.0
Denmark,Balance,Residual fuel oil,Net Deliveries,2023,6.0
Estonia,Balance,Residual fuel oil,Net Deliveries,2023,3.0
Finland,Balance,Residual fuel oil,Net Deliveries,2023,41.0
France,Balance,Residual fuel oil,Net Deliveries,2023,49.0
Germany,Balance,Residual fuel oil,Net Deliveries,2023,166.686
Greece,Balance,Residual fuel oil,Net Deliveries,2023,90.0
Hungary,Balance,Residual fuel oil,Net Deliveries,2023,0.0
Iceland,Balance,Residual fuel oil,Net Deliveries,2023,0.0
Ireland,Balance,Residual fuel oil,Net Deliveries,2023,9.266
Israel,Balance,Residual fuel oil,Net Deliveries,2023,40.0
Italy,Balance,Residual fuel oil,Net Deliveries,2023,50.357
Japan,Balance,Residual fuel oil,Net Deliveries,2023,575.66
South Korea,Balance,Residual fuel oil,Net Deliveries,2023,101.444
Latvia,Balance,Residual fuel oil,Net Deliveries,2023,0.0
Lithuania,Balance,Residual fuel oil,Net Deliveries,2023,0.3
Luxembourg,Balance,Residual fuel oil,Net Deliveries,2023,0.0
Mexico,Balance,Residual fuel oil,Net Deliveries,2023,293.0
Netherlands,Balance,Residual fuel oil,Net Deliveries,2023,0.0
Norway,Balance,Residual fuel oil,Net Deliveries,2023,1.892
New Zealand,Balance,Residual fuel oil,Net Deliveries,2023,3.0
Poland,Balance,Residual fuel oil,Net Deliveries,2023,34.889
Portugal,Balance,Residual fuel oil,Net Deliveries,2023,40.525
Slovakia,Balance,Residual fuel oil,Net Deliveries,2023,-2.995
Slovenia,Balance,Residual fuel oil,Net Deliveries,2023,0.0
Spain,Balance,Residual fuel oil,Net Deliveries,2023,97.639
Sweden,Balance,Residual fuel oil,Net Deliveries,2023,15.868
Switzerland,Balance,Residual fuel oil,Net Deliveries,2023,0.0
Türkiye,Balance,Residual fuel oil,Net Deliveries,2023,31.598
United Kingdom,Balance,Residual fuel oil,Net Deliveries,2023,13.0
United States,Balance,Residual fuel oil,Net Deliveries,2023,277.0
Australia,Balance,Other oil products,Net Deliveries,2022,144.931
Austria,Balance,Other oil products,Net Deliveries,2022,25.239
Belgium,Balance,Other oil products,Net Deliveries,2022,-29.1
Canada,Balance,Other oil products,Net Deliveries,2022,1720.08
Chile,Balance,Other oil products,Net Deliveries,2022,180.343
Czech Republic,Balance,Other oil products,Net Deliveries,2022,79.0
Denmark,Balance,Other oil products,Net Deliveries,2022,27.0
Estonia,Balance,Other oil products,Net Deliveries,2022,0.0
Finland,Balance,Other oil products,Net Deliveries,2022,7.0
France,Balance,Other oil products,Net Deliveries,2022,287.0
Germany,Balance,Other oil products,Net Deliveries,2022,240.391
Greece,Balance,Other oil products,Net Deliveries,2022,67.444
Hungary,Balance,Other oil products,Net Deliveries,2022,33.0
Iceland,Balance,Other oil products,Net Deliveries,2022,0.152
Ireland,Balance,Other oil products,Net Deliveries,2022,40.684
Israel,Balance,Other oil products,Net Deliveries,2022,46.0
Italy,Balance,Other oil products,Net Deliveries,2022,280.499
Japan,Balance,Other oil products,Net Deliveries,2022,818.545
South Korea,Balance,Other oil products,Net Deliveries,2022,428.338
Latvia,Balance,Other oil products,Net Deliveries,2022,1.586
Lithuania,Balance,Other oil products,Net Deliveries,2022,9.0
Luxembourg,Balance,Other oil products,Net Deliveries,2022,2.113
Mexico,Balance,Other oil products,Net Deliveries,2022,201.0
Netherlands,Balance,Other oil products,Net Deliveries,2022,278.718
Norway,Balance,Other oil products,Net Deliveries,2022,135.233
New Zealand,Balance,Other oil products,Net Deliveries,2022,24.0
Poland,Balance,Other oil products,Net Deliveries,2022,157.246
Portugal,Balance,Other oil products,Net Deliveries,2022,42.113
Slovakia,Balance,Other oil products,Net Deliveries,2022,1.393
Slovenia,Balance,Other oil products,Net Deliveries,2022,10.0
Spain,Balance,Other oil products,Net Deliveries,2022,162.616
Sweden,Balance,Other oil products,Net Deliveries,2022,53.987
Switzerland,Balance,Other oil products,Net Deliveries,2022,14.736
Türkiye,Balance,Other oil products,Net Deliveries,2022,660.136
United Kingdom,Balance,Other oil products,Net Deliveries,2022,343.0
United States,Balance,Other oil products,Net Deliveries,2022,7746.0
Australia,Balance,Other oil products,Net Deliveries,2023,145.414
Austria,Balance,Other oil products,Net Deliveries,2023,20.286
Belgium,Balance,Other oil products,Net Deliveries,2023,45.2
Canada,Balance,Other oil products,Net Deliveries,2023,1168.59
Chile,Balance,Other oil products,Net Deliveries,2023,161.375
Czech Republic,Balance,Other oil products,Net Deliveries,2023,52.0
Denmark,Balance,Other oil products,Net Deliveries,2023,13.0
Estonia,Balance,Other oil products,Net Deliveries,2023,0.0
Finland,Balance,Other oil products,Net Deliveries,2023,4.0
France,Balance,Other oil products,Net Deliveries,2023,192.0
Germany,Balance,Other oil products,Net Deliveries,2023,187.527
Greece,Balance,Other oil products,Net Deliveries,2023,82.0
Hungary,Balance,Other oil products,Net Deliveries,2023,45.0
Iceland,Balance,Other oil products,Net Deliveries,2023,0.164
Ireland,Balance,Other oil products,Net Deliveries,2023,40.684
Israel,Balance,Other oil products,Net Deliveries,2023,46.0
Italy,Balance,Other oil products,Net Deliveries,2023,293.682
Japan,Balance,Other oil products,Net Deliveries,2023,715.443
South Korea,Balance,Other oil products,Net Deliveries,2023,423.68
Latvia,Balance,Other oil products,Net Deliveries,2023,2.026
Lithuania,Balance,Other oil products,Net Deliveries,2023,6.1
Luxembourg,Balance,Other oil products,Net Deliveries,2023,3.271
Mexico,Balance,Other oil products,Net Deliveries,2023,273.0
Netherlands,Balance,Other oil products,Net Deliveries,2023,347.593
Norway,Balance,Other oil products,Net Deliveries,2023,72.302
New Zealand,Balance,Other oil products,Net Deliveries,2023,9.0
Poland,Balance,Other oil products,Net Deliveries,2023,154.922
Portugal,Balance,Other oil products,Net Deliveries,2023,44.003
Slovakia,Balance,Other oil products,Net Deliveries,2023,-4.355
Slovenia,Balance,Other oil products,Net Deliveries,2023,11.0
Spain,Balance,Other oil products,Net Deliveries,2023,308.858
Sweden,Balance,Other oil products,Net Deliveries,2023,44.547
Switzerland,Balance,Other oil products,Net Deliveries,2023,14.44
Türkiye,Balance,Other oil products,Net Deliveries,2023,640.873
United Kingdom,Balance,Other oil products,Net Deliveries,2023,166.0
United States,Balance,Other oil products,Net Deliveries,2023,6343.0
Australia,Balance,Total oil products production,Net Deliveries,2022,4161.86
Austria,Balance,Total oil products production,Net Deliveries,2022,880.109
Belgium,Balance,Total oil products production,Net Deliveries,2022,1675.5
Canada,Balance,Total oil products production,Net Deliveries,2022,8674.629
Chile,Balance,Total oil products production,Net Deliveries,2022,1516.056
Czech Republic,Balance,Total oil products production,Net Deliveries,2022,745.0
Denmark,Balance,Total oil products production,Net Deliveries,2022,536.0
Estonia,Balance,Total oil products production,Net Deliveries,2022,96.0
Finland,Balance,Total oil products production,Net Deliveries,2022,671.0
France,Balance,Total oil products production,Net Deliveries,2022,5637.0
Germany,Balance,Total oil products production,Net Deliveries,2022,7620.363
Greece,Balance,Total oil products production,Net Deliveries,2022,970.045
Hungary,Balance,Total oil products production,Net Deliveries,2022,595.0
Iceland,Balance,Total oil products production,Net Deliveries,2022,49.351
Ireland,Balance,Total oil products production,Net Deliveries,2022,670.34
Israel,Balance,Total oil products production,Net Deliveries,2022,889.0
Italy,Balance,Total oil products production,Net Deliveries,2022,4125.134
Japan,Balance,Total oil products production,Net Deliveries,2022,14185.715
South Korea,Balance,Total oil products production,Net Deliveries,2022,8821.866
Latvia,Balance,Total oil products production,Net Deliveries,2022,126.842
Lithuania,Balance,Total oil products production,Net Deliveries,2022,224.1
Luxembourg,Balance,Total oil products production,Net Deliveries,2022,190.288
Mexico,Balance,Total oil products production,Net Deliveries,2022,5120.0
Netherlands,Balance,Total oil products production,Net Deliveries,2022,2004.685
Norway,Balance,Total oil products production,Net Deliveries,2022,767.453
New Zealand,Balance,Total oil products production,Net Deliveries,2022,683.0
Poland,Balance,Total oil products production,Net Deliveries,2022,2753.932
Portugal,Balance,Total oil products production,Net Deliveries,2022,723.964
Slovakia,Balance,Total oil products production,Net Deliveries,2022,275.079
Slovenia,Balance,Total oil products production,Net Deliveries,2022,200.0
Spain,Balance,Total oil products production,Net Deliveries,2022,4339.563
Sweden,Balance,Total oil products production,Net Deliveries,2022,892.548
Switzerland,Balance,Total oil products production,Net Deliveries,2022,750.006
Türkiye,Balance,Total oil products production,Net Deliveries,2022,4010.044
United Kingdom,Balance,Total oil products production,Net Deliveries,2022,5015.0
United States,Balance,Total oil products production,Net Deliveries,2022,64447.0
Australia,Balance,Total oil products production,Net Deliveries,2023,4097.916
Austria,Balance,Total oil products production,Net Deliveries,2023,834.974
Belgium,Balance,Total oil products production,Net Deliveries,2023,1609.2
Canada,Balance,Total oil products production,Net Deliveries,2023,7575.85
Chile,Balance,Total oil products production,Net Deliveries,2023,1417.732
Czech Republic,Balance,Total oil products production,Net Deliveries,2023,729.0
Denmark,Balance,Total oil products production,Net Deliveries,2023,491.0
Estonia,Balance,Total oil products production,Net Deliveries,2023,85.0
Finland,Balance,Total oil products production,Net Deliveries,2023,603.0
France,Balance,Total oil products production,Net Deliveries,2023,5433.0
Germany,Balance,Total oil products production,Net Deliveries,2023,7430.018
Greece,Balance,Total oil products production,Net Deliveries,2023,905.0
Hungary,Balance,Total oil products production,Net Deliveries,2023,638.0
Iceland,Balance,Total oil products production,Net Deliveries,2023,44.203
Ireland,Balance,Total oil products production,Net Deliveries,2023,596.68
Israel,Balance,Total oil products production,Net Deliveries,2023,806.0
Italy,Balance,Total oil products production,Net Deliveries,2023,4085.726
Japan,Balance,Total oil products production,Net Deliveries,2023,13329.218
South Korea,Balance,Total oil products production,Net Deliveries,2023,8151.057
Latvia,Balance,Total oil products production,Net Deliveries,2023,119.549
Lithuania,Balance,Total oil products production,Net Deliveries,2023,201.3
Luxembourg,Balance,Total oil products production,Net Deliveries,2023,195.864
Mexico,Balance,Total oil products production,Net Deliveries,2023,5181.0
Netherlands,Balance,Total oil products production,Net Deliveries,2023,2124.808
Norway,Balance,Total oil products production,Net Deliveries,2023,775.435
New Zealand,Balance,Total oil products production,Net Deliveries,2023,608.0
Poland,Balance,Total oil products production,Net Deliveries,2023,2402.869
Portugal,Balance,Total oil products production,Net Deliveries,2023,755.359
Slovakia,Balance,Total oil products production,Net Deliveries,2023,245.039
Slovenia,Balance,Total oil products production,Net Deliveries,2023,171.0
Spain,Balance,Total oil products production,Net Deliveries,2023,4062.863
Sweden,Balance,Total oil products production,Net Deliveries,2023,777.801
Switzerland,Balance,Total oil products production,Net Deliveries,2023,764.952
Türkiye,Balance,Total oil products production,Net Deliveries,2023,4162.519
United Kingdom,Balance,Total oil products production,Net Deliveries,2023,4755.0
United States,Balance,Total oil products production,Net Deliveries,2023,63234.0
Australia,Balance,Total oil production,Consumption Pattern,2022,4971.319
Austria,Balance,Total oil production,Consumption Pattern,2022,2828.824
Belgium,Balance,Total oil production,Consumption Pattern,2022,6011.1
Canada,Balance,Total oil production,Consumption Pattern,2022,16600.13
Chile,Balance,Total oil production,Consumption Pattern,2022,1337.793
Czech Republic,Balance,Total oil production,Consumption Pattern,2022,2843.0
Denmark,Balance,Total oil production,Consumption Pattern,2022,3151.0
Estonia,Balance,Total oil production,Consumption Pattern,2022,453.0
Finland,Balance,Total oil production,Consumption Pattern,2022,4963.0
France,Balance,Total oil production,Consumption Pattern,2022,20175.0
Germany,Balance,Total oil production,Consumption Pattern,2022,35873.935
Greece,Balance,Total oil production,Consumption Pattern,2022,4538.612
Hungary,Balance,Total oil production,Consumption Pattern,2022,3514.0
Iceland,Balance,Total oil production,Consumption Pattern,2022,0.0
Ireland,Balance,Total oil production,Consumption Pattern,2022,1497.844
Israel,Balance,Total oil production,Consumption Pattern,2022,0.0
Italy,Balance,Total oil production,Consumption Pattern,2022,16151.41
Japan,Balance,Total oil production,Consumption Pattern,2022,66569.0
South Korea,Balance,Total oil production,Consumption Pattern,2022,23718.869
Latvia,Balance,Total oil production,Consumption Pattern,2022,384.036
Lithuania,Balance,Total oil production,Consumption Pattern,2022,1072.2
Luxembourg,Balance,Total oil production,Consumption Pattern,2022,68.113
Mexico,Balance,Total oil production,Consumption Pattern,2022,4862.0
Netherlands,Balance,Total oil production,Consumption Pattern,2022,16309.994
Norway,Balance,Total oil production,Consumption Pattern,2022,3464.987
New Zealand,Balance,Total oil production,Consumption Pattern,2022,736.0
Poland,Balance,Total oil production,Consumption Pattern,2022,10766.89
Portugal,Balance,Total oil production,Consumption Pattern,2022,2661.918
Slovakia,Balance,Total oil production,Consumption Pattern,2022,1525.913
Slovenia,Balance,Total oil production,Consumption Pattern,2022,633.0
Spain,Balance,Total oil production,Consumption Pattern,2022,14848.813
Sweden,Balance,Total oil production,Consumption Pattern,2022,4687.903
Switzerland,Balance,Total oil production,Consumption Pattern,2022,3401.196
Türkiye,Balance,Total oil production,Consumption Pattern,2022,11995.079
United Kingdom,Balance,Total oil production,Consumption Pattern,2022,8801.0
United States,Balance,Total oil production,Consumption Pattern,2022,168007.0
Australia,Balance,Total oil production,Consumption Pattern,2023,5242.901
Austria,Balance,Total oil production,Consumption Pattern,2023,2890.695
Belgium,Balance,Total oil production,Consumption Pattern,2023,6139.1
Canada,Balance,Total oil production,Consumption Pattern,2023,16833.443
Chile,Balance,Total oil production,Consumption Pattern,2023,1290.519
Czech Republic,Balance,Total oil production,Consumption Pattern,2023,2876.0
Denmark,Balance,Total oil production,Consumption Pattern,2023,2831.0
Estonia,Balance,Total oil production,Consumption Pattern,2023,403.0
Finland,Balance,Total oil production,Consumption Pattern,2023,3995.0
France,Balance,Total oil production,Consumption Pattern,2023,19907.0
Germany,Balance,Total oil production,Consumption Pattern,2023,34686.918
Greece,Balance,Total oil production,Consumption Pattern,2023,4084.607
Hungary,Balance,Total oil production,Consumption Pattern,2023,3775.0
Iceland,Balance,Total oil production,Consumption Pattern,2023,0.0
Ireland,Balance,Total oil production,Consumption Pattern,2023,1485.508
Israel,Balance,Total oil production,Consumption Pattern,2023,0.0
Italy,Balance,Total oil production,Consumption Pattern,2023,16239.082
Japan,Balance,Total oil production,Consumption Pattern,2023,66004.169
South Korea,Balance,Total oil production,Consumption Pattern,2023,24339.81
Latvia,Balance,Total oil production,Consumption Pattern,2023,399.796
Lithuania,Balance,Total oil production,Consumption Pattern,2023,1093.4
Luxembourg,Balance,Total oil production,Consumption Pattern,2023,62.144
Mexico,Balance,Total oil production,Consumption Pattern,2023,4908.0
Netherlands,Balance,Total oil production,Consumption Pattern,2023,14029.563
Norway,Balance,Total oil production,Consumption Pattern,2023,3922.467
New Zealand,Balance,Total oil production,Consumption Pattern,2023,819.0
Poland,Balance,Total oil production,Consumption Pattern,2023,10551.242
Portugal,Balance,Total oil production,Consumption Pattern,2023,2579.981
Slovakia,Balance,Total oil production,Consumption Pattern,2023,1717.035
Slovenia,Balance,Total oil production,Consumption Pattern,2023,611.0
Spain,Balance,Total oil production,Consumption Pattern,2023,14285.29
Sweden,Balance,Total oil production,Consumption Pattern,2023,4756.891
Switzerland,Balance,Total oil production,Consumption Pattern,2023,3640.133
Türkiye,Balance,Total oil production,Consumption Pattern,2023,12249.208
United Kingdom,Balance,Total oil production,Consumption Pattern,2023,9613.0
United States,Balance,Total oil production,Consumption Pattern,2023,163841.0
Australia,Balance,Crude oil,Consumption Pattern,2022,1301.929
Austria,Balance,Crude oil,Consumption Pattern,2022,1157.987
Belgium,Balance,Crude oil,Consumption Pattern,2022,881.2
Canada,Balance,Crude oil,Consumption Pattern,2022,10266.605
Chile,Balance,Crude oil,Consumption Pattern,2022,397.067
Czech Republic,Balance,Crude oil,Consumption Pattern,2022,1244.0
Denmark,Balance,Crude oil,Consumption Pattern,2022,564.0
Estonia,Balance,Crude oil,Consumption Pattern,2022,110.0
Finland,Balance,Crude oil,Consumption Pattern,2022,1586.0
France,Balance,Crude oil,Consumption Pattern,2022,7029.0
Germany,Balance,Crude oil,Consumption Pattern,2022,20181.074
Greece,Balance,Crude oil,Consumption Pattern,2022,1665.244
Hungary,Balance,Crude oil,Consumption Pattern,2022,1960.0
Iceland,Balance,Crude oil,Consumption Pattern,2022,0.0
Ireland,Balance,Crude oil,Consumption Pattern,2022,213.175
Israel,Balance,Crude oil,Consumption Pattern,2022,0.0
Italy,Balance,Crude oil,Consumption Pattern,2022,6926.404
Japan,Balance,Crude oil,Consumption Pattern,2022,53896.619
South Korea,Balance,Crude oil,Consumption Pattern,2022,15754.452
Latvia,Balance,Crude oil,Consumption Pattern,2022,0.0
Lithuania,Balance,Crude oil,Consumption Pattern,2022,419.2
Luxembourg,Balance,Crude oil,Consumption Pattern,2022,0.0
Mexico,Balance,Crude oil,Consumption Pattern,2022,2750.0
Netherlands,Balance,Crude oil,Consumption Pattern,2022,6592.451
Norway,Balance,Crude oil,Consumption Pattern,2022,1879.216
New Zealand,Balance,Crude oil,Consumption Pattern,2022,107.0
Poland,Balance,Crude oil,Consumption Pattern,2022,6976.614
Portugal,Balance,Crude oil,Consumption Pattern,2022,813.026
Slovakia,Balance,Crude oil,Consumption Pattern,2022,846.433
Slovenia,Balance,Crude oil,Consumption Pattern,2022,0.0
Spain,Balance,Crude oil,Consumption Pattern,2022,5195.292
Sweden,Balance,Crude oil,Consumption Pattern,2022,1649.712
Switzerland,Balance,Crude oil,Consumption Pattern,2022,55.716
